model_name,accuracy,precision,recall,f1,roc_auc,average_precision,positive_rate,n_features_after_encoding
random_forest_benchmark,0.6163967611336032,0.5409748259239422,0.867946147235749,0.6665200175978883,0.7290550567926344,0.6516468055135072,0.4416751012145749,3839
xgboost_retained,0.7346912955465587,0.671590349581487,0.7814379833858494,0.7223619753740236,0.8105818769484161,0.733466235894099,0.4416751012145749,3839
